country_name,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Moldova,..,4.4958,4.604483333,4.623583333,5.3707,10.51580833,12.43421667,12.86514167,13.5704975,13.94488333,12.32971667,12.599625,13.13105833,12.13994497,10.39204368,11.10957543,12.36926096,11.73861249,12.11143682,12.58675623,14.03563005,18.81847515,19.92382756
Mongolia,412.7214167,448.6126333,548.4033333,789.9925,840.8283333,1021.8675,1076.666667,1097.6975,1110.31,1146.5425,1185.2975,1205.246667,1179.699167,1170.400833,1165.804167,1437.795,1357.064167,1265.515833,1357.58,1523.9275,1817.938708,1970.309167,2140.290864
Montenegro,..,..,..,..,..,0.938627276,1.085400833,1.11751,1.062551667,0.886034167,0.805365,0.80412,0.797140833,0.7306375,0.682674711,0.71984336,0.755044952,0.719355254,0.778293601,0.753159182,0.753730737,0.901658962,0.904035128
Morocco,9.202715,8.540235833,8.715875833,9.527106667,9.604415833,9.804419167,10.62563617,11.302975,11.02058333,9.574383333,8.868016667,8.865008333,8.795583333,8.192333333,7.750325,8.0571,8.417158333,8.089875,8.628444583,8.405503917,8.406336688,9.76434828,9.807476096
Mozambique,6.038588333,9.024333333,11.29375,11.54358333,11.87458333,12.77511167,15.22725,20.70364083,23.67795667,23.7822675,22.5813425,23.060965,25.40077917,25.84034145,24.30064247,27.51829996,33.9600988,29.06759993,28.37298448,30.10411109,31.3526877,39.98247415,63.05623273
Myanmar,5.9749125,5.667041667,5.917566667,6.241833333,6.343158333,6.285791667,6.516725,6.748908333,6.642083333,6.138925,5.805833333,5.818166667,5.842941667,5.616883333,5.44145,5.576366667,5.634883333,5.444108333,640.6534167,933.5704564,984.3457476,1162.615329,1234.869517
Namibia,3.550798333,3.627085,4.299349167,4.607961667,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089
Nepal,49.39751833,51.89033333,56.6919525,58.00954917,65.9757875,68.23937083,71.09379583,74.94925,77.87661917,76.1414475,73.67359667,71.3675,72.75560583,66.4150275,69.761695,77.57343074,73.26235902,74.02,85.19666667,92.99333333,97.55416667,102.4051343,107.4603632
Netherlands,1.819995083,1.60567525,1.68589675,1.951269917,1.983733,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New Zealand,1.686521667,1.523876667,1.4548475,1.512420833,1.868249167,1.889613899,2.201149167,2.378750833,2.162190833,1.722099146,1.508681271,1.420273457,1.542055757,1.360675229,1.42272681,1.600877295,1.387833828,1.265810697,1.234283655,1.219407974,1.205433333,1.433975,1.436525
Nicaragua,6.722875,7.545591667,8.4355,9.448083333,10.58191667,11.80925,12.68439167,13.37194167,14.25132525,15.10464333,15.93724732,16.73332953,17.56999843,18.44850616,19.37189641,20.33948187,21.35644868,22.42427062,23.54666353,24.72276417,25.95890037,27.25684494,28.62096241
Niger,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529,591.4495075,593.0081704
Nigeria,21.996,21.89525833,21.884425,21.88605,21.886,92.3381,101.6973333,111.23125,120.5781583,129.22235,132.888025,131.2743333,128.6516667,125.8081083,118.5460167,148.9017417,150.298025,153.8616083,157.4994258,157.311225,158.5526417,192.4405244,253.4922519
Norway,7.057584167,6.335156667,6.449808333,7.073400833,7.5450975,7.799171667,8.801841667,8.991654167,7.983778833,7.080216667,6.740833333,6.4425,6.413333333,5.861666667,5.64,6.288333333,6.044166667,5.604607307,5.8175,5.875,6.301666667,8.064166667,8.4
Oman,0.384499995,0.384499993,0.384499995,0.384499995,0.384499998,0.384499998,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845,0.3845
Pakistan,30.56659167,31.64268333,36.07868333,41.111525,45.04666667,49.50069158,53.6481865,61.92716167,59.72378167,57.75199667,58.25786333,59.514475,60.271335,60.73851583,70.40803333,81.71289167,85.19381633,86.34338333,93.39519722,101.6288992,101.1000884,102.7692716,104.769117
Panama,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Papua New Guinea,1.01134,1.279841667,1.319075,1.437971667,2.073591667,2.5707725,2.782156667,3.388715065,3.895220802,3.563452875,3.222540104,3.1019498,3.056734787,2.965345833,2.700088333,2.755143333,2.719294167,2.370969949,2.083648339,2.24451,2.461385,2.768411667,3.133029302
Paraguay,1904.760833,1963.019167,2056.811667,2177.8625,2726.49,3119.073333,3486.353333,4105.925,5716.258333,6424.339167,5974.5775,6177.958333,5635.4625,5032.716667,4363.241667,4965.391667,4735.461667,4191.41625,4424.9175,4320.674167,4462.191667,5204.91,5670.516667
Peru,2.195,2.253333333,2.453333333,2.664166667,2.93,3.383333333,3.49,3.506833333,3.5165,3.478467,3.413175,3.295841667,3.274032503,3.128044577,2.924408333,3.011508333,2.825125,2.7541,2.637586418,2.701899026,2.839044138,3.184439242,3.375061587
Philippines,26.41716667,25.71446667,26.2161,29.47065833,40.89305,39.08898333,44.19225,50.99265,51.60356667,54.20333333,56.03991667,55.08549167,51.3142725,46.14839118,44.32328761,47.67968845,45.10966418,43.31313692,42.22879473,42.44618483,44.3951543,45.50283994,47.49246386
Poland,2.272276667,2.424983333,2.6961,3.279291667,3.4754,3.967108333,4.346075,4.0939,4.080033333,3.889075,3.657641667,3.235483333,3.103158333,2.76795,2.409241667,3.120141667,3.0153,2.962847778,3.256541667,3.160616667,3.154541667,3.7695,3.942783333
Qatar,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64,3.64
Romania,0.165508583,0.203327583,0.30842175,0.716794333,0.887557583,1.53328375,2.170872083,2.906079167,3.305543,3.320007083,3.263656833,2.913653167,2.808983333,2.43825,2.518858333,3.049325,3.1779,3.048608333,3.4682,3.327916667,3.349175,4.005666667,4.059183333
Russian Federation,2.19075,4.55915,5.120833333,5.784833333,9.705083333,24.6199,28.12916667,29.168525,31.34848333,30.692025,28.81374167,28.28444167,27.19095833,25.58084537,24.852875,31.74035833,30.36791534,29.38234137,30.83983135,31.83714364,38.37820714,60.93765011,67.05593333
Rwanda,140.7038475,262.1822633,306.82,301.5298167,312.3140917,333.941925,389.6962167,442.9918917,475.3652417,537.6549848,577.4489746,557.8226408,551.7103333,546.955,546.8486531,568.2813268,583.1309066,600.3065197,614.2951424,646.6359746,681.8617189,720.9751089,..
Samoa,2.535037167,2.473404167,2.462172917,2.559371667,2.947686833,3.013152,3.286361525,3.478040072,3.376258103,2.973237658,2.780723431,2.710336734,2.779294045,2.616572472,2.64417628,2.73077851,2.484656585,2.317472012,2.29231195,2.310900035,2.331768846,2.560873688,2.564947969
San Marino,1612.444983,1628.933158,1542.946967,1703.096908,1736.207383,0.938627276,1.085400833,1.11751,1.062551667,0.886034167,0.805365,0.80412,0.797140833,0.7306375,0.682674711,0.71984336,0.755044952,0.719355254,0.778293601,0.753159182,0.753730737,0.901658962,0.904035128
Sao Tome and Principe,732.6281667,1420.341833,2203.163583,4552.505917,6883.242833,7118.958333,7978.171667,8842.109167,9088.325,9347.583333,9902.324167,10557.97033,12448.6425,13536.755,14695.20167,16208.45125,18498.60132,17622.93501,19068.41681,18449.95262,18466.40305,22090.64456,22148.86063
Saudi Arabia,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.747083333,3.745,3.7475,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75,3.75
Senegal,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529,591.4495075,593.0081704
Serbia,..,..,..,5.9123,10.0308,11.6615,63.1659,66.91366,64.39825127,57.585425,58.3814,66.71380833,67.14581667,58.453525,55.72348333,67.5806,77.72893333,73.3334,87.9733,85.15885,88.40530833,108.811425,111.27785
Seychelles,5.055858333,4.761975,4.969983333,5.026341667,5.262191667,5.342583333,5.713816667,5.857541667,5.480033333,5.400716667,5.5,5.5,5.519691667,6.701059538,9.457243283,13.60994045,12.06775664,12.38103191,13.70403121,12.05831667,12.74703333,13.313925,13.31911667
Sierra Leone,586.7397083,755.2158333,920.7325,981.4825,1563.618,1804.195,2092.125,1986.154167,2099.033866,2347.941667,2701.296667,2889.5875,2961.909167,2985.185833,2981.514658,3385.65,3978.087527,4349.162135,4344.037642,4332.499099,4524.157882,5080.747136,..
Singapore,1.527444167,1.417375,1.410040833,1.484805833,1.673601667,1.694956667,1.723963333,1.7917225,1.790588333,1.742183333,1.690228333,1.6643975,1.588933333,1.507101667,1.414860833,1.454514713,1.363508333,1.257775877,1.249676204,1.2513,1.26705,1.374825,1.381546364
Slovak Republic,32.04483333,29.71341667,30.65375,33.61616667,35.23341667,41.36283333,46.03516667,48.35483333,45.32675,36.77291667,32.25691667,31.01825,29.69725,24.69433333,21.36141667,..,..,..,..,..,..,..,..
Slovenia,128.8085583,118.5184667,135.3643083,159.6883333,166.1341667,181.7691933,222.6560858,242.748835,240.248215,207.1137157,192.3811243,192.705468,191.0282578,..,..,..,..,..,..,..,..,..,..
Solomon Islands,3.291358333,3.4059,3.566358333,3.716941667,4.815649167,4.838141667,5.088930833,5.277984953,6.748772103,7.505943749,7.484743906,7.529873025,7.609458333,7.652,7.747916667,8.055041667,8.064501344,7.64125903,7.355202847,7.3021351,7.375345354,7.914688977,..
South Africa,3.550798333,3.627085,4.299349167,4.607961667,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089
Sri Lanka,49.41514167,51.25158917,55.27144417,58.994605,64.45011833,70.63545,77.00511667,89.38301333,95.662065,96.52095083,101.1944575,100.4980517,103.9144458,110.6232333,108.3337627,114.9447833,113.0644804,110.5652079,127.6033535,129.0690309,130.5646852,135.8569128,145.5816675
St. Kitts and Nevis,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
St. Lucia,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
St. Vincent and the Grenadines,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7
Sudan,0.289608917,0.58087375,1.250791667,1.5757425,2.008019167,2.525504167,2.571225,2.587021042,2.633058333,2.609834333,2.57905,2.436058333,2.171533333,2.0161,2.090162829,2.301533333,2.30600092,2.666619622,3.572958333,4.756760547,5.736866667,6.025732598,..
Suriname,0.222460758,0.442771989,0.401018354,0.401566152,0.401606426,0.834084264,1.322490515,2.178182254,2.34675,2.601333333,2.733583333,2.731666667,2.74375,2.745,2.745,2.745,2.745416667,3.268,3.3,3.3,3.3,3.416666667,6.228630278
Swaziland,3.550798333,3.627085,4.299349167,4.607961667,5.528284167,6.109484167,6.939828333,8.609180833,10.54074667,7.564749167,6.4596925,6.359328333,6.771549167,7.045365,8.261223333,8.473674158,7.321221961,7.261132132,8.209968627,9.655056069,10.85265557,12.75893088,14.70961089
Sweden,7.71597,7.133268333,6.705955833,7.634894167,7.949868167,8.262428333,9.162244167,10.32913583,9.737123333,8.086304167,7.348886667,7.473088333,7.378249167,6.75877,6.591099167,7.653819167,7.207524167,6.493543333,6.775015833,6.513971667,6.860785,8.434840833,8.561991667
Switzerland,1.3676925,1.182469167,1.23601,1.4513125,1.449813308,1.502155,1.6888425,1.687615,1.5586075,1.346650833,1.243495833,1.245176667,1.253843333,1.200365833,1.08309,1.088141696,1.042905646,0.888042028,0.937684481,0.926903548,0.916151047,0.962381328,0.985238204
Syrian Arab Republic,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225,11.225
Tajikistan,0.024494348,0.122858703,0.2955,0.562333333,0.776625,1.237791667,2.07625,2.372191667,2.764133333,3.061366667,2.970508333,3.116566667,3.298408333,3.442483333,3.430725,4.142708333,4.378966667,4.610183333,4.737708333,4.764233333,4.937566667,6.163116667,7.835675
Tanzania,509.630875,574.7617417,579.9766667,612.1225,664.6712083,744.759075,800.4085167,876.4116667,966.5827843,1038.419007,1089.334771,1128.934179,1251.899973,1245.035464,1196.310709,1320.312061,1395.624943,1557.433373,1571.697999,1597.555751,1653.232013,1991.390964,2177.085954
Thailand,25.14995189,24.9151757,25.34268286,31.36433445,41.3593875,37.81365583,40.11180333,44.4319,42.96008333,41.48461667,40.22241492,40.22013021,37.88198322,34.51818059,33.31330064,34.28577412,31.685705,30.49173333,31.08309167,30.72596667,32.47983333,34.24771667,35.29638333
Togo,555.2046957,499.1484259,511.5524303,583.6693724,589.9517746,615.699132,711.9762744,733.0385071,696.9882036,581.2003139,528.2848093,527.4681428,522.8901096,479.2667826,447.8052556,472.1862908,495.2770216,471.8661141,510.5271359,494.0400374,494.4149529,591.4495075,593.0081704
Tonga,1.320219604,1.270942628,1.231974399,1.263518428,1.49205537,1.599132372,1.758502604,2.123574169,2.195187335,2.145892252,1.971562793,1.943036217,2.025880795,1.970933657,1.942444257,2.034493613,1.905987842,1.72895071,1.719507016,1.773713119,1.846773685,2.105763257,2.215661104
Trinidad and Tobago,5.924929167,5.947795833,6.005065833,6.251678333,6.2983075,6.2989,6.299796667,6.233216667,6.248683333,6.2951,6.298991667,6.299558333,6.312283333,6.328033333,6.289433333,6.324908333,6.375508333,6.409300706,6.429602656,6.442629398,6.409094578,6.377441667,6.668966667
Tunisia,1.011554167,0.94575,0.973408333,1.105908333,1.138725,1.186225,1.370683333,1.4387125,1.421733333,1.288458333,1.245466667,1.297433333,1.331025,1.281358333,1.232141667,1.350275,1.4314,1.407783333,1.561891667,1.624658333,1.697675,1.961625,2.148033333
Turkey,0.029608676,0.045845061,0.081404892,0.151865,0.26072425,0.418782917,0.6252185,1.225588083,1.507226417,1.500885209,1.42553725,1.343583108,1.428453413,1.302930905,1.301521703,1.549959776,1.50284863,1.674954552,1.796000944,1.903768242,2.188542418,2.720008528,3.020134748
Turkmenistan,19.19833333,110.9166667,3257.666667,4143.416667,4890.166667,5200,5200,5200,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Uganda,979.4454167,968.9166667,1046.08475,1083.008667,1240.305833,1454.827167,1644.475333,1755.65875,1797.5505,1963.720083,1810.304714,1780.665777,1831.453405,1723.491772,1720.443883,2030.488074,2177.557507,2522.746321,2504.563078,2586.889569,2599.788521,3240.64542,3420.098007
Ukraine,0.327514167,1.473075,1.829468558,1.861658333,2.449541667,4.130441667,5.440233333,5.372158333,5.326625,5.332688333,5.319180667,5.124729,5.05,5.05,5.267221417,7.791240333,7.935639417,7.967562833,7.991029333,7.993,11.88665942,21.84469777,25.55133412
United Arab Emirates,3.671,3.671,3.671,3.671125,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725,3.6725
United Kingdom,0.653426604,0.63366812,0.640958255,0.610836114,0.603823594,0.618056845,0.660930833,0.694655,0.667223333,0.6124725,0.54618,0.549998333,0.543486667,0.499771667,0.54396625,0.641919263,0.647179346,0.624140836,0.633046989,0.639660578,0.607729627,0.654545479,0.740634464
Uruguay,5.043916667,6.349,7.971833333,9.441833333,10.47191667,11.3393,12.09959167,13.31911667,21.25696667,28.20868333,28.70373333,24.4786,24.07335833,23.471025,20.94931667,22.56798333,20.059275,19.31420833,20.310575,20.48160833,23.246025,27.32736667,30.1626
Uzbekistan,..,29.775,40.06666667,62.91666667,94.49166667,124.625,236.6083333,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Vanuatu,116.405,112.1116667,111.7191667,115.8733333,127.5175,129.075,137.6433333,145.3125,139.1983333,122.1891667,111.79,109.2458333,110.6408333,102.4375,101.3341667,106.7408333,96.90583333,89.46916667,92.6375,94.5425,97.07166667,108.9891667,108.475
"Venezuela, RB",0.146858333,0.176841667,0.41735,0.488633333,0.547566667,0.605725,0.679966667,0.723658333,1.16095,1.606958333,1.891333333,2.08975,2.147,2.147,2.147,2.147,2.582060317,4.2893,4.2893,6.047961842,6.2842,6.2842,9.257344444
Vietnam,10965.66667,11038.25,11032.58333,11683.33333,13268,13943.16667,14167.75,14725.16667,15279.5,15509.58333,15746,15858.91667,15994.25,16105.125,16302.25,17065.08333,18612.91667,20509.75,20828,20933.41667,21148,21697.5675,21935.00083
"Yemen, Rep.",12.0100612,40.83916682,94.156667,129.2808333,135.8816667,155.7183333,161.7183333,168.6716667,175.625,183.4483333,184.7758333,191.5091667,197.0491667,198.9533333,199.7641667,202.8466667,219.59,213.8,214.3508333,214.89,214.89,214.89,214.89
Zambia,0.669370622,0.864119167,1.2079,1.3144975,1.862069167,2.388019167,3.110844167,3.610935,4.398595,4.733271046,4.778875386,4.463503311,3.603072043,4.002522665,3.74566069,5.046109245,4.797136875,4.860665532,5.147252665,5.395887068,6.152816248,8.632355962,10.31305323
Zimbabwe,0.008160799,0.008675219,0.010013713,0.012125047,0.023706013,0.03834471,0.044468376,0.05511466,0.055098291,0.698216071,5.074419415,22.3890396,164.5473565,9686.77167,6723052073,..,..,..,..,..,..,..,..
